exp_id,agent_id,env_id,policy_id,exp_seed,num_episodes,time_limit,episode_return_mean,episode_return_std,episode_return_max,episode_return_min,episode_steps_mean,episode_steps_std,episode_time_mean,episode_time_std,num_episode_done,num_LOSS,num_DRAW,num_WIN,num_NA
31,0,PredatorPrey10x10-P4-p3-s3-coop-v0,random-v0,0,1000,None,0.1216666666666663,0.1954410965539792,1.0,0.0,49.972,0.5302980294136498,0.3770840382575989,0.0616150317732648,1000,0,0,4,996
31,1,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed0-v0,0,1000,None,0.1216666666666663,0.1954410965539792,1.0,0.0,49.972,0.5302980294136498,0.3770840382575989,0.0616150317732648,1000,0,0,4,996
31,2,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed2-v0,0,1000,None,0.1216666666666663,0.1954410965539792,1.0,0.0,49.972,0.5302980294136498,0.3770840382575989,0.0616150317732648,1000,0,0,4,996
31,3,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed3-v0,0,1000,None,0.1216666666666663,0.1954410965539792,1.0,0.0,49.972,0.5302980294136498,0.3770840382575989,0.0616150317732648,1000,0,0,4,996
28,0,PredatorPrey10x10-P4-p3-s3-coop-v0,random-v0,0,1000,None,0.0806666666666666,0.1697828678701789,1.0,0.0,49.997,0.0948208837756746,0.3767066922187805,0.0626975905662415,1000,0,0,1,999
28,1,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed0-v0,0,1000,None,0.0806666666666666,0.1697828678701789,1.0,0.0,49.997,0.0948208837756746,0.3767066922187805,0.0626975905662415,1000,0,0,1,999
28,2,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed1-v0,0,1000,None,0.0806666666666666,0.1697828678701789,1.0,0.0,49.997,0.0948208837756746,0.3767066922187805,0.0626975905662415,1000,0,0,1,999
28,3,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed3-v0,0,1000,None,0.0806666666666666,0.1697828678701789,1.0,0.0,49.997,0.0948208837756746,0.3767066922187805,0.0626975905662415,1000,0,0,1,999
29,0,PredatorPrey10x10-P4-p3-s3-coop-v0,random-v0,0,1000,None,0.0693333333333333,0.1485993868687826,0.6666666666666666,0.0,50.0,0.0,0.3683091249465942,0.0623869443300424,1000,0,0,0,1000
29,1,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed0-v0,0,1000,None,0.0693333333333333,0.1485993868687826,0.6666666666666666,0.0,50.0,0.0,0.3683091249465942,0.0623869443300424,1000,0,0,0,1000
29,2,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed1-v0,0,1000,None,0.0693333333333333,0.1485993868687826,0.6666666666666666,0.0,50.0,0.0,0.3683091249465942,0.0623869443300424,1000,0,0,0,1000
29,3,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed4-v0,0,1000,None,0.0693333333333333,0.1485993868687826,0.6666666666666666,0.0,50.0,0.0,0.3683091249465942,0.0623869443300424,1000,0,0,0,1000
97,0,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed1-v0,0,1000,None,0.1773333333333335,0.2478745202270255,1.0,0.0,49.892,1.083667845790397,0.496005889415741,0.0790073038642579,1000,0,0,15,985
97,1,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed1-v0,0,1000,None,0.1773333333333335,0.2478745202270255,1.0,0.0,49.892,1.083667845790397,0.496005889415741,0.0790073038642579,1000,0,0,15,985
97,2,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed2-v0,0,1000,None,0.1773333333333335,0.2478745202270255,1.0,0.0,49.892,1.083667845790397,0.496005889415741,0.0790073038642579,1000,0,0,15,985
97,3,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed4-v0,0,1000,None,0.1773333333333335,0.2478745202270255,1.0,0.0,49.892,1.083667845790397,0.496005889415741,0.0790073038642579,1000,0,0,15,985
55,0,PredatorPrey10x10-P4-p3-s3-coop-v0,random-v0,0,1000,None,0.515666666666667,0.252496644642174,1.0,0.0,49.491,2.326353154617759,0.3651295084953308,0.0568754591370924,1000,0,0,79,921
55,1,PredatorPrey10x10-P4-p3-s3-coop-v0,PredatorPrey10x10-P4-p3-s3-coop-v0/sp_seed4-v0,0,1000,None,0.515666666666667,0.252496644642174,1.0,0.0,49.491,2.326353154617759,0.3651295084953308,0.0568754591370924,1000,0,0,79,921
